code,name,mapped_to,type,resolution,climate,ozone,radiation,photo_ox,pm,ht_nc,ht_c,acid,e_fw,e_m,e_t,ecotox,land,water,energy,mater,cc_bio,cc_fos,cc_luc
16743,Matière grasse mélangée (végétale et laitière) à 50-63% MG,"Blended fat (vegetable and animal origins), 50-63% fat",,mapped,-0.154,-0.0054,-0.1317,-0.0738,-0.5569,0.2069,4.0876,0.3418,-0.0725,-0.2749,0.3852,8.4417,0.1021,-12.7734,0.4512,-0.0419,0.3154,0.1334,-0.2366
16744,"Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel","Blended fat (vegetable and animal origins), 50-63% fat, lightly salted",,mapped,-0.154,-0.0054,-0.1317,-0.0738,-0.5569,0.2069,4.0876,0.3418,-0.0725,-0.2749,0.3852,8.4417,0.1021,-12.7734,0.4512,-0.0419,0.3154,0.1334,-0.2366
16745,"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG","Blended fat (vegetable and animal origins), spreadable, 30-40% fat",,mapped,-0.029,-0.0909,0.0204,-0.1269,-0.5335,0.2708,2.3177,0.3509,0.0394,-0.2114,0.0438,9.4916,-0.4226,-14.0302,0.6572,-0.139,-0.1328,-0.3558,0.0212
16746,"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG, demi-sel","Blended fat (vegetable and animal origins), spreadable, 30-40% fat, lightly salted",,mapped,-0.1405,-0.1988,0.0102,-0.0679,-0.6214,0.1895,2.2406,0.3119,-0.0611,-0.2412,0.0119,9.731,-0.4391,-14.0354,0.4703,-0.0446,-0.1329,0.1096,0.021
17040,Huile d'arachide,Peanut oil,,mapped,0.0654,-0.1644,-0.238,-0.1709,-1.7948,1.8905,11.7286,-0.0169,-0.1873,0.08,0.0455,3.9277,0.034,-1.211,1.0992,-0.1113,0.0445,0.0482,-0.1086
17100,Huile d'avocat,Avocado oil,,mapped,-0.029,0.1352,0.0419,-0.0871,-0.9457,0.2232,-6.309,2.7656,-0.0325,0.0453,4.2689,7.4885,-0.1297,27.509,-0.0359,-0.0263,0.1601,-0.0052,-0.0398
17130,Huile de colza,Rapeseed oil,,mapped,-0.0384,-0.1182,0.099,0.025,-2.4217,1.9445,15.7682,12.0106,-0.0462,-0.0407,3.3403,0.424,0.0507,13.2079,1.7728,0.0723,0.0868,-0.0044,-0.0657
17170,Huile de coton,Cottonseed oil,,mapped,-0.0678,0.2383,0.0515,-0.1931,-0.8077,-2.023,-4.3722,1.955,0.1215,-0.0301,2.5587,2.6091,-0.4297,-0.3744,-0.6656,-0.3382,-0.2301,-0.0188,0.1125
17180,Huile de lin,Linseed oil,,mapped,-0.3306,-0.2049,-0.1566,-0.0891,-1.958,-2.5486,14.6358,1.0695,-0.4194,-0.5572,1.471,40.258,-0.4994,6.0531,-0.2579,-0.6171,0.088,-0.3165,-0.6246
17190,Huile de maïs,Maize/corn oil,,mapped,0.023,0.0036,-0.29,0.1874,-1.6202,7.5327,5.1084,-0.2323,-0.0364,-0.0328,0.0719,0.7179,0.1364,25.8103,0.7651,0.1433,-0.0168,0.1855,0.0834
17210,Huile de noisette,Hazelnut oil,,mapped,0.0067,-0.0916,0.0795,0.0333,-3.8183,1.7429,12.5715,13.8568,-0.2043,0.2816,4.2268,2.4124,-0.1923,-0.3618,1.1494,-0.047,0.0229,-0.0251,0.0206
17270,Huile d'olive vierge extra,"Olive oil, extra virgin",,mapped,-0.2359,0.3667,-0.0859,-0.0438,-0.4233,0.0301,-5.5875,1.0494,-0.0213,-0.1693,1.284,3.1831,-0.0531,1.1418,0.2737,-0.0594,-0.1561,-0.0759,-0.0353
17350,Huile de pépins de raisin,Grapeseed oil,,mapped,-0.0383,-0.0407,0.0329,-0.3723,-0.5605,1.1295,-15.0564,5.8383,-0.2418,-0.0829,9.4968,13.0533,-0.1759,-22.0034,0.2597,-0.0783,0.0006,-0.1451,-0.0808
17400,Huile de sésame,Sesame oil,,mapped,0.0133,-0.1964,-0.1139,0.0391,-2.7174,1.6907,12.4645,12.636,0.0445,0.0145,6.1662,2.1396,-0.0452,-20.052,-0.3921,0.2188,0.0868,0.0403,-0.0496
17420,Huile de soja,Soy oil,,mapped,-0.303,0.0031,-0.0869,-0.4089,-2.4737,-1.6398,-0.7672,5.5964,-1.2658,-1.3989,9.6076,0.946,-1.6942,-31.5468,-1.0288,-0.2764,0.1474,-0.1732,-0.7349
17440,Huile de tournesol,Sunflower oil,,mapped,-0.1203,0.0305,-0.2115,0.0224,-2.6902,1.3779,11.3846,15.2859,0.2235,-0.1137,4.1825,6.0495,-0.0424,27.6019,1.4542,-0.0709,0.3038,0.1659,0.0155
17630,Huile de foie de morue,Cod liver oil,,mapped,-0.1175,-0.2896,-0.1142,0.202,-0.983,0.9754,-7.5643,4.0292,-0.1271,0.0725,8.0495,11.5833,-1.9406,-33.2456,-0.3677,0.1109,0.0903,-0.0676,-0.059
17640,Huile de sardine,Sardine oil,,mapped,-0.1175,-0.2896,-0.1142,0.202,-0.983,0.9754,-7.5643,4.0292,-0.1271,0.0725,8.0495,11.5833,-1.9406,-33.2456,-0.3677,0.1109,0.0903,-0.0676,-0.059
17645,Huile de saumon,Salmon oil,,mapped,-0.1175,-0.2896,-0.1142,0.202,-0.983,0.9754,-7.5643,4.0292,-0.1271,0.0725,8.0495,11.5833,-1.9406,-33.2456,-0.3677,0.1109,0.0903,-0.0676,-0.059
17650,Huile de hareng,Herring oil,,mapped,-0.1175,-0.2896,-0.1142,0.202,-0.983,0.9754,-7.5643,4.0292,-0.1271,0.0725,8.0495,11.5833,-1.9406,-33.2456,-0.3677,0.1109,0.0903,-0.0676,-0.059
17700,Huile combinée (mélange d'huiles),Combined oil (blended vegetable oils),,mapped,0.0265,-0.1016,0.0273,-0.0494,-2.3063,0.6656,13.1362,11.3911,-0.0234,0.0334,3.2784,5.3012,-0.0374,19.596,1.668,0.2841,0.2292,-0.0592,-0.128
17701,"Huile combinée, mélange d'huile d'olive et de graines",Combined oil (mix of olive oil and seeds oil),,mapped,-0.242,-0.1604,-0.0918,-0.0515,-1.6338,0.3237,11.7213,8.0185,-0.0949,0.143,2.1459,4.3697,0.0074,3.6507,1.7479,-0.0187,0.1389,-0.1756,-0.4599
18003,"Café, moulu","Coffee, ground",,mapped,0.0155,0.0603,-0.1226,0.127,-0.099,0.1577,-2.0749,-0.1911,0.1162,0.0107,-0.0758,1.9198,-0.0503,-7.5434,1.4802,-0.0658,-0.0469,-0.0057,-0.2035
18004,"Café, non instantané, non sucré, prêt à boire","Not instant coffee, without sugar, ready-to-drink",,mapped,0.0489,-0.0936,0.1062,-0.0711,-0.4462,0.3165,-1.8017,1.1976,0.2349,0.002,1.5209,2.0755,-0.0079,-12.3184,-0.319,-0.0478,0.1191,0.0127,0.0091
18010,"Limonade, sucrée","Lemonade, with sugar",,mapped,0.0705,-0.0751,0.069,0.1264,-0.3708,7.2749,-2.3004,0.1022,0.0017,-0.4514,0.2219,3.1238,0.1088,1.7554,0.8606,-0.3061,0.0692,0.0098,0.0
18011,"Boisson à la noix de coco, nature, préemballée","Coconut-based drink, plain, prepacked",,mapped,-0.0628,-0.0997,-0.2858,-0.0302,-0.3828,1.182,-3.2942,-0.3196,-0.0861,-0.0553,-0.1064,3.6877,-0.0715,-2.5169,0.9943,-0.0924,0.1043,0.0558,-0.118
18012,"Boisson à l'eau minérale ou de source, aromatisée, sucrée","Bottled water, flavoured, w sugar",,mapped,0.0091,0.0788,-0.0908,0.14,0.0311,1.4817,-7.1706,-0.3481,-0.0675,-0.0701,-0.1245,19.2437,-0.148,31.5853,0.7523,-0.1824,0.0,0.1357,0.0
18013,"Tonic ou bitter, non sucré, avec édulcorants","Tonic drink, without sugar, with artificial sweetener(s)",,mapped,0.0705,-0.0751,0.069,0.1264,-0.3708,7.2749,-2.3004,0.1022,0.0017,-0.4514,0.2219,3.1238,0.1088,1.7554,0.8606,-0.3061,0.0692,0.0098,0.0
18014,"Tonic ou bitter, sucré, avec édulcorants","Tonic drink, with sugar and artificial sweetener(s)",,mapped,0.0705,-0.0751,0.069,0.1264,-0.3708,7.2749,-2.3004,0.1022,0.0017,-0.4514,0.2219,3.1238,0.1088,1.7554,0.8606,-0.3061,0.0692,0.0098,0.0
18015,"Boisson au thé, aromatisée, sucrée, avec édulcorants","Still soft drink with tea extract, with sugar and artificial sweetener(s)",,mapped,-0.0129,-0.0189,-0.2139,-0.1598,-0.1762,1.8215,-9.2436,0.0034,-0.0039,-0.0037,0.006,12.1781,0.0138,12.5469,0.792,-0.2685,0.0,-0.0302,0.1527
18016,"Limonade, sucrée, avec édulcorants","Lemonade, with sugar and artificial sweetener(s)",,mapped,0.0705,-0.0751,0.069,0.1264,-0.3708,7.2749,-2.3004,0.1022,0.0017,-0.4514,0.2219,3.1238,0.1088,1.7554,0.8606,-0.3061,0.0692,0.0098,0.0
18017,"Sirop à diluer, sucré","Syrup, with sugar (to be diluted)",,mapped,-0.0581,-0.004,0.1899,-0.069,0.0979,-9.1103,-0.5705,0.4413,-0.0404,0.0624,0.1493,4.6936,0.0392,18.0485,0.9739,-0.0856,-0.1839,-0.0254,0.0
18018,"Cola, sucré","Cola, with sugar",,mapped,0.0705,-0.0751,0.069,0.1264,-0.3708,7.2749,-2.3004,0.1022,0.0017,-0.4514,0.2219,3.1238,0.1088,1.7554,0.8606,-0.3061,0.0692,0.0098,0.0
18019,"Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée","Fruit soft drink, carbonated (10-50% of fruit juice), with sugar",,mapped,0.0664,0.1121,0.1531,0.2264,-0.1719,0.7346,-2.6297,1.3533,-0.0461,0.0305,0.4887,16.7552,-0.0431,10.4693,0.7667,0.1336,-0.0112,0.0284,0.0
18020,"Thé infusé, non sucré","Tea, brewed, without sugar",,mapped,-0.104,-0.3632,-0.0799,-0.1955,-0.1062,0.6396,-6.692,-0.1162,0.1128,0.0937,0.004,3.3478,-0.1148,-18.7262,0.5963,-0.0977,0.0,-0.2257,-0.3482
18021,"Boisson plate aux fruits, (à moins de 10% de jus), non sucrée, avec édulcorants","Fruit soft drink, still (less than 10% of fruit juice), without sugar and with artificial sweetener(s)",,mapped,0.0091,0.0788,-0.0908,0.14,0.0311,1.4817,-7.1706,-0.3481,-0.0675,-0.0701,-0.1245,19.2437,-0.148,31.5853,0.7523,-0.1824,0.0,0.1357,0.0
18022,"Tisane infusée, non sucrée","Infusion, brewed, without sugar",,mapped,-0.104,-0.3632,-0.0799,-0.1955,-0.1062,0.6396,-6.692,-0.1162,0.1128,0.0937,0.004,3.3478,-0.1148,-18.7262,0.5963,-0.0977,0.0,-0.2257,-0.3482
18023,"Boisson plate aux fruits (à moins de 10% de jus), sucrée","Fruit soft drink, still (less than 10% of fruit juice), with sugar",,mapped,-0.0475,0.0064,-0.0568,-0.217,0.0065,0.0,-13.798,-0.0684,-0.1575,0.1556,-0.1096,4.2056,-0.0813,23.8892,0.9148,-0.0788,0.0,0.0636,0.0
18026,"Boisson gazeuse, sans jus de fruit, sucrée","Soft drink, carbonated, without fruit juice, with sugar",,mapped,0.0705,-0.0751,0.069,0.1264,-0.3708,7.2749,-2.3004,0.1022,0.0017,-0.4514,0.2219,3.1238,0.1088,1.7554,0.8606,-0.3061,0.0692,0.0098,0.0
18028,"Boisson à l'eau minérale ou de source, aromatisée, non sucrée, sans édulcorant","Bottled water, flavoured, without sugar and artificial sweeteners",,mapped,0.0091,0.0788,-0.0908,0.14,0.0311,1.4817,-7.1706,-0.3481,-0.0675,-0.0701,-0.1245,19.2437,-0.148,31.5853,0.7523,-0.1824,0.0,0.1357,0.0
18030,"Boisson à l'eau minérale ou de source, aromatisée, non sucrée, avec édulcorants","Bottled water, flavoured, without sugar and with artificial sweeteners",,mapped,0.0091,0.0788,-0.0908,0.14,0.0311,1.4817,-7.1706,-0.3481,-0.0675,-0.0701,-0.1245,19.2437,-0.148,31.5853,0.7523,-0.1824,0.0,0.1357,0.0
18033,"Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée, avec édulcorants","Fruit soft drink, carbonated (less than 10% of fruit juice), with sugar and artificial sweetener(s)",,mapped,0.0664,0.1121,0.1531,0.2264,-0.1719,0.7346,-2.6297,1.3533,-0.0461,0.0305,0.4887,16.7552,-0.0431,10.4693,0.7667,0.1336,-0.0112,0.0284,0.0
18035,"Limonade, non sucrée, avec édulcorants","Lemonade, without sugar, with artificial sweetener(s)",,mapped,0.0705,-0.0751,0.069,0.1264,-0.3708,7.2749,-2.3004,0.1022,0.0017,-0.4514,0.2219,3.1238,0.1088,1.7554,0.8606,-0.3061,0.0692,0.0098,0.0
18037,"Cola, sucré, avec édulcorants","Cola, with sugar and artificial sweetener(s)",,mapped,0.0705,-0.0751,0.069,0.1264,-0.3708,7.2749,-2.3004,0.1022,0.0017,-0.4514,0.2219,3.1238,0.1088,1.7554,0.8606,-0.3061,0.0692,0.0098,0.0
18039,Diabolo (limonade et sirop),Lemonade with a flavoured syrup,,mapped,0.0665,-0.0118,0.0226,-0.1777,-0.3519,8.0472,-3.9418,0.2558,-0.0847,-0.1531,-0.1155,2.9318,0.093,10.7827,0.8154,-0.0552,0.0719,0.0829,0.0
18041,Lait de coco ou Crème de coco,Coconut milk or coconut cream,,mapped,0.0001,0.134,-0.0748,0.0297,-0.1053,1.2193,-5.8213,-0.0411,0.133,0.1251,0.4023,7.7676,-0.0881,-15.4332,0.6511,0.0822,0.232,0.0399,-0.0075
18049,"Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée","Fruit soft drink, carbonated (less than 10% of fruit juice), with sugar",,mapped,0.0664,0.1121,0.1531,0.2264,-0.1719,0.7346,-2.6297,1.3533,-0.0461,0.0305,0.4887,16.7552,-0.0431,10.4693,0.7667,0.1336,-0.0112,0.0284,0.0
18058,"Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau","Syrup (mint, strawberries flavouredetc.), with sugar diluted in water",,mapped,-0.2925,-0.3085,-0.2105,-0.0247,-0.134,0.0,-0.7808,0.4088,-0.2048,0.0064,0.2275,4.9699,0.0356,14.9537,0.6789,-0.1056,0.1492,-0.2567,0.0
18060,"Cola, non sucré, avec édulcorants","Cola, without sugar and with artificial sweetener(s)",,mapped,0.0705,-0.0751,0.069,0.1264,-0.3708,7.2749,-2.3004,0.1022,0.0017,-0.4514,0.2219,3.1238,0.1088,1.7554,0.8606,-0.3061,0.0692,0.0098,0.0
18065,"Boisson au thé, aromatisée, non sucrée, avec édulcorants","Still soft drink with tea extract, flavoured, without sugar and with artificial sweeteners",,mapped,-0.0129,-0.0189,-0.2139,-0.1598,-0.1762,1.8215,-9.2436,0.0034,-0.0039,-0.0037,0.006,12.1781,0.0138,12.5469,0.792,-0.2685,0.0,-0.0302,0.1527
18066,Eau du robinet,Tap water,,mapped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18067,"Cola, sucré, sans caféine","Cola, with sugar and without caffeine",,mapped,0.0705,-0.0751,0.069,0.1264,-0.3708,7.2749,-2.3004,0.1022,0.0017,-0.4514,0.2219,3.1238,0.1088,1.7554,0.8606,-0.3061,0.0692,0.0098,0.0
18068,"Cola, non sucré, avec édulcorants, sans caféine","Cola, without sugar, with artificial sweetener(s) and with caffeine",,mapped,0.0705,-0.0751,0.069,0.1264,-0.3708,7.2749,-2.3004,0.1022,0.0017,-0.4514,0.2219,3.1238,0.1088,1.7554,0.8606,-0.3061,0.0692,0.0098,0.0
18070,"Café décaféiné, non instantané, non sucré, prêt à boire","Decaffeinated not instant coffee, without sugar, ready-to-drink",,mapped,-0.0213,-0.215,0.2695,0.1105,-0.4598,0.2589,-1.8353,1.2116,-0.2612,-0.0536,1.3543,2.6191,-0.2032,-13.2813,0.0447,0.0549,-0.0731,-0.0836,0.0548
18071,"Café expresso, non instantané, non sucré, prêt à boire","Espresso coffee, not instant coffee, without sugar, ready-to-drink",,mapped,0.0489,-0.0936,0.1062,-0.0711,-0.4462,0.3165,-1.8017,1.1976,0.2349,0.002,1.5209,2.0755,-0.0079,-12.3184,-0.319,-0.0478,0.1191,0.0127,0.0091
18072,"Café décaféiné, instantané, non sucré, prêt à boire","Decaffeinated instant coffee, without sugar, ready-to-drink",,mapped,-0.214,-0.2489,-0.1543,0.0202,-0.1481,0.3179,-2.593,0.626,0.0513,0.244,0.6702,3.3654,-0.1381,-23.5655,1.5232,-0.0738,-0.0476,0.312,-0.2294
18073,"Café, instantané, non sucré, prêt à boire","Instant coffee, without sugar, ready-to-drink",,mapped,-0.2606,-0.0598,0.051,0.0072,-0.0765,0.3191,-2.2138,0.4443,-0.1307,-0.2673,0.6642,3.2175,-0.1523,-22.9162,0.9793,0.0586,-0.0268,0.3107,0.2585
18075,"Boisson au thé, aromatisée, sucrée","Still soft drink with tea extract, flavoured, with sugar",,mapped,-0.0129,-0.0189,-0.2139,-0.1598,-0.1762,1.8215,-9.2436,0.0034,-0.0039,-0.0037,0.006,12.1781,0.0138,12.5469,0.792,-0.2685,0.0,-0.0302,0.1527
18078,"Boisson gazeuse, sans jus de fruit, sucrée, avec édulcorants","Soft drink, carbonated, without fruit juice, with sugar and artificial sweetener(s)",,mapped,0.0705,-0.0751,0.069,0.1264,-0.3708,7.2749,-2.3004,0.1022,0.0017,-0.4514,0.2219,3.1238,0.1088,1.7554,0.8606,-0.3061,0.0692,0.0098,0.0
18100,"Cacao, non sucré, poudre soluble","Cocoa powder, without sugar, powder, instant, non rehydrated",,mapped,-0.0053,-0.0807,0.0788,-0.018,-1.7308,0.4821,-17.7619,4.9076,-0.1429,0.0019,7.237,3.3158,0.3143,-49.1572,-1.5667,0.0116,-0.0193,-0.0992,-0.0179
18104,"Boisson cacaotée ou au chocolat, instantanée, sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard)","Instant cocoa or chocolate beverage, with sugar, ready-to-drink (reconstituted with standard semi-skimmed milk)",,mapped,-0.213,-0.0589,0.086,-0.0937,-0.1115,-0.1596,5.4061,0.2936,0.1912,-0.0906,-0.0212,4.8575,-0.0691,-9.4327,0.9819,-0.1984,0.0739,-0.0256,-0.1347
18106,"Boisson cacaotée ou au chocolat, instantanée, sucrée, enrichie en vitamines, prête à boire (reconstituée avec du lait demi-écrémé standard)","Instant cocoa or chocolate beverage, with sugar, fortified with vitamins and chemical elements, ready-to-drink (reconstituted with standard semi-skimm",,mapped,-0.2116,-0.0582,0.0862,-0.0909,-0.1098,-0.1579,5.4072,0.2949,0.1937,-0.0898,-0.0199,4.8582,-0.0691,-9.4319,0.9829,-0.1981,0.0756,-0.0239,-0.1347
18107,Boisson à l'amande,"Almond drink not sweet, not fortified, prepacked",,mapped,-0.0568,-0.2662,-0.4963,-0.3606,-0.7535,5.6284,2.3416,0.5934,-0.2269,-0.1984,0.1434,4.0145,-0.0088,-0.7547,1.066,-0.0001,-0.1925,-0.0587,0.0067
18151,"Café au lait, café crème ou cappuccino, instantané ou non, non sucré, prêt à boire","Coffee with milk or white coffee or cappuccino, instant coffee or not, without sugar, ready-to-drink",,mapped,-0.1063,0.0831,-0.26,-0.0073,-0.9632,0.2876,-0.8601,2.3935,-0.0511,-0.1016,2.4477,3.728,-0.1273,-15.4565,-0.3624,0.0327,-0.0209,-0.0159,0.0108
18152_1,"Chicorée, poudre soluble, non réhydratée","Chicory, powder, instant, non rehydrated",,mapped,-7.8815,-0.0908,0.0457,0.013,-2.3182,11.0329,1.3974,5.667,-0.0817,-0.2667,9.8168,8.0677,-0.4231,-16.1774,0.1066,-0.1008,-0.0197,-8.2263,-0.0152
18152_2,"Chicorée, poudre soluble, réhydratée","Chicory, powder, instant, ready-to-drink",,mapped,-7.4837,-0.0288,-0.0903,-0.103,-2.1672,8.0585,0.5609,5.076,-0.2863,-0.184,8.8478,10.2508,-0.4951,-32.3601,0.1661,0.3858,0.0141,-7.8359,0.0
18153,"Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demi-écrémé standard)","Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with standard semi-skimmed milk)",,mapped,0.1724,-0.0266,-0.0051,-0.0683,-0.3422,0.6651,0.7542,0.1319,-0.0014,-0.0382,0.1082,4.215,-0.1095,-21.7765,1.2665,-0.0092,-0.0096,-0.0616,-0.0982
18154,"Thé noir, infusé, non sucré","Black tea, brewed, without sugar",,mapped,-0.104,-0.3632,-0.0799,-0.1955,-0.1062,0.6396,-6.692,-0.1162,0.1128,0.0937,0.004,3.3478,-0.1148,-18.7262,0.5963,-0.0977,0.0,-0.2257,-0.3482
18155,"Thé vert, infusé, non sucré","Green tea, brewed, without sugar",,mapped,-0.104,-0.3632,-0.0799,-0.1955,-0.1062,0.6396,-6.692,-0.1162,0.1128,0.0937,0.004,3.3478,-0.1148,-18.7262,0.5963,-0.0977,0.0,-0.2257,-0.3482
18156,"Thé oolong, infusé, non sucré","Oolong tea, brewed, without sugar",,mapped,-0.104,-0.3632,-0.0799,-0.1955,-0.1062,0.6396,-6.692,-0.1162,0.1128,0.0937,0.004,3.3478,-0.1148,-18.7262,0.5963,-0.0977,0.0,-0.2257,-0.3482
18161,"Chicorée, instantanée, non sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard)","Instant chicory, without sugar and artificial sweeteners, ready-to-drink (reconstituted with standard semi-skimmed milk)",,mapped,-0.2529,0.0525,-0.1861,0.067,-0.341,0.3229,8.1869,-0.2343,-0.2454,-0.196,-0.0587,4.8991,-0.1295,0.6917,0.6991,-0.2252,0.0563,-0.1167,-0.099
18162,"Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau)","Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with water)",,mapped,0.0599,-0.1731,0.0096,-0.1945,-1.7876,0.4838,-0.4321,5.6872,-0.0855,-0.2121,7.5326,4.8064,-0.7338,-44.5745,-1.6428,-0.1323,0.0012,-0.0901,-0.0038
18220,"Citron ou Lime, spécialité à diluer pour boissons, sans sucres ajoutés","Lemon or lime base, for beverage, without sugar (to be diluted)",,mapped,-0.0769,-0.3147,-0.4309,0.1124,-0.9501,10.2109,1.0235,-0.0274,-0.1426,-0.2337,-0.2885,3.0037,-0.1595,-49.3998,0.9498,0.0231,0.3919,-0.0486,0.0
18304,"Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucres","Fruit soft drink, still (10-50% of fruit juice), reduced sugar",,mapped,-0.0475,0.0064,-0.0568,-0.217,0.0065,0.0,-13.798,-0.0684,-0.1575,0.1556,-0.1096,4.2056,-0.0813,23.8892,0.9148,-0.0788,0.0,0.0636,0.0
18309,"Boisson plate aux fruits (teneur en jus non spécifiée), sucrée","Fruit soft drink, still (fruit juice content unspecified), with sugar",,mapped,-0.0475,0.0064,-0.0568,-0.217,0.0065,0.0,-13.798,-0.0684,-0.1575,0.1556,-0.1096,4.2056,-0.0813,23.8892,0.9148,-0.0788,0.0,0.0636,0.0
18339,"Boisson plate aux fruits (10 à 50% de jus), sucrée","Fruit soft drink, still (10-50% of fruit juice), with sugar",,mapped,-0.0475,0.0064,-0.0568,-0.217,0.0065,0.0,-13.798,-0.0684,-0.1575,0.1556,-0.1096,4.2056,-0.0813,23.8892,0.9148,-0.0788,0.0,0.0636,0.0
18340,"Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, avec édulcorants","Fruit soft drink, carbonated (less than 10% of fruit juice), without sugar and with artificial sweetener(s)",,mapped,0.0091,0.0788,-0.0908,0.14,0.0311,1.4817,-7.1706,-0.3481,-0.0675,-0.0701,-0.1245,19.2437,-0.148,31.5853,0.7523,-0.1824,0.0,0.1357,0.0
18343,Boisson au jus de fruit et au lait,Fruit juice with milk,,mapped,0.0473,-0.0743,0.1291,0.0673,-1.6352,-0.1304,-1.158,0.6306,-0.2541,0.0227,0.2919,5.9179,0.098,0.1311,0.7541,-0.0375,-0.0341,-0.0575,0.0
18344,"Tonic ou bitter, sucré","Tonic drink, with sugar",,mapped,0.0705,-0.0751,0.069,0.1264,-0.3708,7.2749,-2.3004,0.1022,0.0017,-0.4514,0.2219,3.1238,0.1088,1.7554,0.8606,-0.3061,0.0692,0.0098,0.0
18345,"Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, sans édulcorant","Fruit soft drink, carbonated (less than 10% of fruit juice), without sugar and artificial sweetener(s)",,mapped,0.0091,0.0788,-0.0908,0.14,0.0311,1.4817,-7.1706,-0.3481,-0.0675,-0.0701,-0.1245,19.2437,-0.148,31.5853,0.7523,-0.1824,0.0,0.1357,0.0
18352,"Boisson énergisante, sucrée","Energy drink, with sugar",,mapped,-0.0589,0.0825,-0.1893,0.1115,-0.0268,2.6874,-3.6333,-0.0256,-0.1832,0.0358,-0.013,20.9558,0.0111,22.5121,1.046,-0.102,-0.2373,0.0204,0.0225
18353,"Boisson énergisante, non sucrée, avec édulcorants","Energy drink, without sugar and with artificial sweetener(s)",,mapped,-0.0589,0.0825,-0.1893,0.1115,-0.0268,2.6874,-3.6333,-0.0256,-0.1832,0.0358,-0.013,20.9558,0.0111,22.5121,1.046,-0.102,-0.2373,0.0204,0.0225
18430,Eau embouteillée de source,"Water, bottled",,mapped,-0.0797,-0.0746,0.382,-0.0391,0.0437,1.4105,-4.3902,-0.0597,0.0301,-0.0468,-0.1426,23.8822,0.1898,51.6718,0.9679,0.03,0.0,0.0772,0.0
18900,"Boisson au soja, nature","Soy drink, plain, prepacked",,mapped,-0.127,-0.2977,-0.1019,-0.0049,-0.3368,0.1045,-6.1444,-0.5737,-0.51,-1.4653,-0.3502,6.4378,-1.3282,-21.3228,1.2111,-0.1309,-0.0501,-0.0126,-0.6996
18901,"Boisson au soja, nature, enrichie en calcium","Soy drink, plain, fortified with calcium",,mapped,-0.223,-0.256,-0.159,-0.139,-0.3066,0.2998,-6.0495,-0.4485,-0.502,-1.4536,-0.2912,6.7501,-1.0964,-21.6834,0.9836,-0.3378,0.0383,-0.1334,-0.6893
18902,"Boisson au soja, aromatisée, sucrée","Soy drink, flavoured, with sugar",,mapped,-0.223,-0.256,-0.159,-0.139,-0.3066,0.2998,-6.0495,-0.4485,-0.502,-1.4536,-0.2912,6.7501,-1.0964,-21.6834,0.9836,-0.3378,0.0383,-0.1334,-0.6893
18903,"Boisson au soja, aromatisée, sucrée, enrichie en calcium","Soy drink, flavoured, enriched in calcium, w sugar or fruit concentrate",,mapped,-0.223,-0.256,-0.159,-0.139,-0.3066,0.2998,-6.0495,-0.4485,-0.502,-1.4536,-0.2912,6.7501,-1.0964,-21.6834,0.9836,-0.3378,0.0383,-0.1334,-0.6893
18904,"Boisson à base de riz, nature","Rice-based drink, plain",,mapped,-0.1304,0.0095,-0.0981,-0.2309,-0.6552,5.6557,2.3429,0.4128,-0.0222,-0.1495,0.193,4.0709,0.0096,-0.7402,0.9654,-0.0813,-0.1759,-0.1366,0.0135
18905,"Boisson à base d'avoine, nature","Oat-based drink, plain, prepacked",,mapped,-0.153,-0.5264,-0.3143,-0.1983,-0.3623,-0.7697,-1.468,1.585,-0.1567,0.0028,0.5095,9.8517,0.1037,11.7375,1.0903,-0.1245,-0.0185,-0.044,-0.1868
18907,"Boisson à la noix de coco, nature, préemballée",Coconut water,,mapped,-0.0664,-0.4843,-0.2417,0.0455,-0.2306,0.5781,2.7219,0.0311,-0.0732,-0.0987,0.1338,5.1791,0.07,-4.2568,0.8054,0.0207,0.0201,-0.0489,-0.2016
